indicado,senador,tema,pagina,codigo,macrocategoria,categoria
Nunes Marques,Randolfe Rodrigues (REDE),Acesso da PGR a documentos de investigação do MP,85,17,Direito penal e política criminal,Direito penal e processual penal
Nunes Marques,Randolfe Rodrigues (REDE),Existência de forças-tarefas do MPF,85,17,Direito penal e política criminal,Direito penal e processual penal
Nunes Marques,Randolfe Rodrigues (REDE),Acordos de leniência e imprescindibilidade do parecer do MP,85,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
Nunes Marques,Randolfe Rodrigues (REDE),Delações premiadas com o aval do Ministério Público,85,17,Direito penal e política criminal,Direito penal e processual penal
Nunes Marques,Randolfe Rodrigues (REDE),Reações contrárias à indicação de núcleo ideológico do governo,85,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Nunes Marques,Randolfe Rodrigues (REDE),Constitucionalidade de prisão em segunda instância,85,17,Direito penal e política criminal,Direito penal e processual penal
Nunes Marques,Randolfe Rodrigues (REDE),Como o STF pode atuar no enfrentamento do racismo estrutural,85,36,Direitos fundamentais e minorias,Igualdade racial e cotas
Nunes Marques,Styvenson Valentim (Podemos),Opinião pública e atuação imparcial do indicado no Supremo,86,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
André Mendonça,Eliziane Gama (Cidadania),Análise do desempenho da corte nos últimos anos em defesa da Constituição e da democracia,11,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
André Mendonça,Eliziane Gama (Cidadania),"Posição jurídica em relação ao controle sobre registro, posse e comercialização de armas de fogo e munição no Brasil",12,17,Direito penal e política criminal,Direito penal e processual penal
André Mendonça,Eliziane Gama (Cidadania),Comprometimento do indicado com a violência de gênero,12,19,Direitos fundamentais e minorias,Direitos de gênero
André Mendonça,Eliziane Gama (Cidadania),Posição sobre a tese do marco temporal em discussão no Supremo,13,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
André Mendonça,Eliziane Gama (Cidadania),Como o STF deve julgar conflitos de constitucionalidade afetos às questões climáticas,14,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
André Mendonça,Eliziane Gama (Cidadania),Papel do STF no enfrentamento de ações e omissões dos poderes públicos que agravam a crise climática,14,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
André Mendonça,Eliziane Gama (Cidadania),Constitucionalidade de medidas que aumentam e acarretam o desmatamento,14,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
André Mendonça,Eliziane Gama (Cidadania),Liberdade de imprensa como princípio fundamental,15,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
André Mendonça,Eliziane Gama (Cidadania),Atuação da CPI da COVID e enfrentamento da pandemia,15,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Eliziane Gama (Cidadania),Pergunta do portal e-Cidadania: posição em relação às manifestações populares que discordem das decisões tomadas pelo STF,16,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
André Mendonça,Eliziane Gama (Cidadania),Separação entre Estado e igreja (laicidade do Estado),17,37,Direitos fundamentais e minorias,Estado laico e liberdade religiosa
André Mendonça,Jorge Kajuru (Podemos),Críticas sobre proximidade com Bolsonaro enquanto AGU,18,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
André Mendonça,Jorge Kajuru (Podemos),"Se ao acionar a PF e PGR, com base na Lei de Segurança Nacional, para investigar jornalistas e críticos do governo, o fez por convicção ou por ordem superior?",18,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Jorge Kajuru (Podemos),Se vai blindar o presidente que indicou,25,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
André Mendonça,Fernando Bezerra Coelho (MDB),Vínculo do sabatinado à igreja presbiteriana e decisões sobre a agenda de costumes do indicado e o texto constitucional,19,37,Direitos fundamentais e minorias,Estado laico e liberdade religiosa
André Mendonça,Fernando Bezerra Coelho (MDB),Avaliação sobre acordos de leniência e devolução de R$ 15 bilhões aos cofres públicos,19,18,Outros ramos do Direito (não penal),Improbidade administrativa e combate à corrupção
André Mendonça,Eduardo Braga (MDB),Falta de previsão legal do juiz que julga e do juiz que acusa no Estado Democrático de direito,20,17,Direito penal e política criminal,Direito penal e processual penal
André Mendonça,Eduardo Braga (MDB),"Posição em relação ao inquérito da fake news e o direito à informação, à liberdade de expressão e à verdade",21,41,Casos e eventos específicos,Inquérito das fake news
André Mendonça,Eduardo Braga (MDB),Posição em relação à prisão de segunda instância,21,17,Direito penal e política criminal,Direito penal e processual penal
André Mendonça,Eduardo Braga (MDB),Se a AGU tem controle e informação antecipada sobre as dívidas da União com precatórios?,21,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Eduardo Braga (MDB),Se as informações sobre dívidas da União sobre precatórios são compartilhadas com o Ministério da Economia?,21,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Eduardo Braga (MDB),Como o Legislativo pode contribuir e sua responsabilidade de apreciação e deliberação do orçamento geral da União,21,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
André Mendonça,Eduardo Braga (MDB),Opinião sobre motivos que levou à situação de demora na emissão de precatórios,21,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
André Mendonça,Eduardo Braga (MDB),"Do portal e-Cidadania: posição em relação à proposta de quarentena para ex-membros da magistratura, MP e militares ingressarem na política",22,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
André Mendonça,Eduardo Braga (MDB),Do portal e-Cidadania: posição em relação à judicialização da política e interferência do Judiciário nos outros poderes (ativismo judiciário),22,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Eduardo Braga (MDB),Do portal e-Cidadania: Priorização de pauta de causas mais antigas,22,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
André Mendonça,Espiridião Amin (PP),Comunicação entre AGU e órgãos do Executivo acerca dos precatórios,26,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Espiridião Amin (PP),Prisão em segunda instância,26,17,Direito penal e política criminal,Direito penal e processual penal
André Mendonça,Lasier Martins (Podemos),Prisão de segunda instância e cláusula pétrea,28,17,Direito penal e política criminal,Direito penal e processual penal
André Mendonça,Lasier Martins (Podemos),Alteração da forma de composição do STF e PEC 35,28,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
André Mendonça,Lasier Martins (Podemos),Matérias de relevância social e decisões submetidas ao colegiado,28,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Fabiano Contarato (REDE),Posicionamento sobre união homoafetiva,29,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
André Mendonça,Fabiano Contarato (REDE),Posicionamento sobre segurança das urnas eletrônicas,30,25,Outros ramos do Direito (não penal),Direito eleitoral
André Mendonça,Fabiano Contarato (REDE),Explicações sobre ter assinado o HC de Abraham Weintraub,30,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Fabiano Contarato (REDE),Papel do STF na proteção dos povos indígenas,30,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
André Mendonça,Fabiano Contarato (REDE),Se confirma a declaração do presidente de que vota favorável à tese do marco temporal,30,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
André Mendonça,Fabiano Contarato (REDE),Se considera adequado antecipar ao presidente o posicionamento no STF,30,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
André Mendonça,Vanderlan Cardoso (PSD),"Aperfeiçoamento e modificação do procedimento de indicação para permitir representatividade: mulheres, negros, assentos para o Centro-Oeste e Norte",37,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
André Mendonça,Mecias de Jesus (Republicanos),"Contribuições do indicado, como ministro, na redução das desigualdades sociais",39,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
André Mendonça,Carlos Viana (PSD),Concordância ou não com a criação de um instrumento jurídico para limitar as decisões do STF e evitar o ativismo judicial,40,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Rogério Carvalho (PT),Opinião sobre a Lei de Segurança Nacional,45,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Rogério Carvalho (PT),Qual a razão para usar a Lei de Segurança Nacional contra jornalistas e opositores do presidente,45,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Rogério Carvalho (PT),"Elaboração de relatórios por atividade de inteligência contra servidores federais, estaduais de segurança e três professores enquanto Ministro da Justiça",45,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Rogério Carvalho (PT),Estágio da investigação feita pelo PGR Augusto Aras sobre a atuação do indicado enquanto ministro,45,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Rogério Carvalho (PT),Opinião sobre o veto do Presidente Jair Bolsonaro acerca de PL que assegurava o direito de manifestação livre e pacífica,46,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
André Mendonça,Rogério Carvalho (PT),Como avalia a condução da pandemia pelo governo Bolsonaro sob o ponto de vista da responsabilidade,46,5,Perfil e conduta do indicado,Trajetória profissional e pessoal do indicado
André Mendonça,Rogério Carvalho (PT),"Impedimento sobre questões do governo atual, se irá declarar",46,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
André Mendonça,Rogério Carvalho (PT),Opinião sobre controle na regulamentação de armas e munição e flexibilização da posse e do porte de armas,46,17,Direito penal e política criminal,Direito penal e processual penal
André Mendonça,Rogério Carvalho (PT),"Avaliação sobre a Lava Jato, se foi imparcial e a disputa política formal de agentes que atuou na operação",46,42,Casos e eventos específicos,Operação Lava Jato
André Mendonça,Rogério Carvalho (PT),Que tipo de controle entende ser adequado para evitar que juízes e membros do MP usem o sistema de Justiça para fins políticos e papel do Supremo nesse contexto,46,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
André Mendonça,Rogério Carvalho (PT),Se discorda que existe preconceito na sociedade,46,36,Direitos fundamentais e minorias,Igualdade racial e cotas
André Mendonça,Rogério Carvalho (PT),Se fará militância para rever as decisões do STF quanto aos direitos da população LGBTQIA+,46,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
André Mendonça,Simone Tebet (MDB),Papel do Supremo em relação à função de corte criminal,47,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
André Mendonça,Simone Tebet (MDB),Judicialização da política,47,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Simone Tebet (MDB),Posse e porte de armas de fogo,49,17,Direito penal e política criminal,Direito penal e processual penal
André Mendonça,Oriovisto Guimarães (Podemos),PEC 8 de 2021 acerca da limitação de decisões monocráticas,50,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Soraya Thronicke (PSL),Esvaziamento do pronunciamento do STF e dos demais órgãos judiciais acerca da constitucionalidade do Código Florestal,54,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
André Mendonça,Soraya Thronicke (PSL),Equacionamento entre proteção ambiental e produção sustentável a partir da perspectiva constitucional,54,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
André Mendonça,Soraya Thronicke (PSL),Limites da liberdade de expressão,55,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
André Mendonça,Alessandro Vieira (Cidadania),Grau de independência entre o presidente que o indicou e a atuação do indicado no Supremo,55,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
André Mendonça,Alessandro Vieira (Cidadania),Grau de independência em relação aos líderes religiosos,56,37,Direitos fundamentais e minorias,Estado laico e liberdade religiosa
André Mendonça,Alessandro Vieira (Cidadania),"Compromisso com direitos e liberdades individuais, inclusive da comunidade LGBTQIA+",56,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
André Mendonça,Eduardo Girão (Podemos),Descriminalização das drogas,57,22,Direito penal e política criminal,Política criminal de drogas
André Mendonça,Eduardo Girão (Podemos),Descriminalização do aborto até o 3º mês de gestação (ADPF 442),57,21,Direitos fundamentais e minorias,Aborto
André Mendonça,Eduardo Girão (Podemos),Ativismo judicial,57,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Eduardo Girão (Podemos),Aposentadoria compulsória para ministros de tribunais superiores com mais de 70 anos de idade,57,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
André Mendonça,Marcos Rogério (DEM),O que o Brasil poderá esperar se aprovado o indicado,58,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
André Mendonça,Marcos Rogério (DEM),Validade de decisão judicial que cria tipo penal ou ato com força legal,58,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Marcos Rogério (DEM),Interferência do Poder Judiciário nos assuntos de competência dos demais poderes,59,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
André Mendonça,Marcos Rogério (DEM),"Limites da Constituição, neoconstitucionalismo e minorias",59,26,Perfil e conduta do indicado,Posicionamento filosófico
André Mendonça,Marcos Rogério (DEM),Aborto,59,21,Direitos fundamentais e minorias,Aborto
André Mendonça,Marcos Rogério (DEM),Drogas,59,22,Direito penal e política criminal,Política criminal de drogas
André Mendonça,Marcos Rogério (DEM),Eutanásia,59,35,Direitos fundamentais e minorias,Bioética e pesquisa científica
Cristiano Zanin,Jorge Kajuru (PSB),Maior qualidade de um advogado,26,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Cristiano Zanin,Jorge Kajuru (PSB),Principal atributo de um magistrado,11,26,Perfil e conduta do indicado,Posicionamento filosófico
Cristiano Zanin,Jorge Kajuru (PSB),Judicialização da política,11,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Cristiano Zanin,Jorge Kajuru (PSB),Papel do Supremo e outras instituições na realização de garantias processuais para pessoas carentes,11,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Cristiano Zanin,Jorge Kajuru (PSB),Ideias para um Judiciário mais célere,11,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Cristiano Zanin,Alessandro Vieira (PSDB),Se declarará impedimento nas ações que versarem sobre o presidente que o indicou (Lula),13,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Rogério Carvalho (PT),Limitação entre interpretação constitucional e ativismo judicial,13,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Cristiano Zanin,Rogério Carvalho (PT),"Como minimizará as acusações de ativismo para garantir a legitimidade das decisões que proferir, quando aprovado",13,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Cristiano Zanin,Rogério Carvalho (PT),Como avalia o trabalho do STF sobre a proteção da democracia,14,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Cristiano Zanin,Rogério Carvalho (PT),"Como será a postura, se aprovado, acerca da democracia",14,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Cristiano Zanin,Rogério Carvalho (PT),Definição de lawfare,14,40,Casos e eventos específicos,Lawfare
Cristiano Zanin,Rogério Carvalho (PT),Se lawfare pode ser combatido pelo Judiciário,14,40,Casos e eventos específicos,Lawfare
Cristiano Zanin,Rogério Carvalho (PT),Consequências do abuso do direito de processar,14,40,Casos e eventos específicos,Lawfare
Cristiano Zanin,Sérgio Moro (União),Qual o relacionamento pessoal entre indicado e presidente,17,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Cristiano Zanin,Sérgio Moro (União),Se foi padrinho do casamento do presidente,17,6,Organização e funcionamento do Judiciário,Processo de indicação ao STF
Cristiano Zanin,Sérgio Moro (União),Se atuou como advogado em empresas investigadas da Lava Jato como JBS e J&F,17,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Cristiano Zanin,Sérgio Moro (União),Se declararia impedimento no julgamento de revisão de acordo das empresas que atuaram na Lava Jato,17,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Sérgio Moro (União),Se atuou para outras pessoas e empresas investigadas ou impactadas pela Lava Jato,17,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Cristiano Zanin,Sérgio Moro (União),Se afastaria de qualquer causa relacionada à Lava Jato no Supremo,17,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Sérgio Moro (União),Cita livro Lawfare e pergunta sobre a opinião do indicado acerca do que escreveu relacionado ao controle da imprensa através de algum órgão,18,40,Casos e eventos específicos,Lawfare
Cristiano Zanin,Sérgio Moro (União),Invalidação relacionadas a apreensões específicas pelo descumprimento de formalidades legais,18,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Sérgio Moro (União),Diferenciação entre traficante e consumidor pela quantidade de droga,18,22,Direito penal e política criminal,Política criminal de drogas
Cristiano Zanin,Sérgio Moro (União),Leis das estatais e restrições às nomeações,18,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Cristiano Zanin,Sérgio Moro (União),Exclusão de provas ilícitas em processos e utilização com objetivo sancionador,18,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Sérgio Moro (União),Foro privilegiado relacionados aos crimes cometidos apenas quando se ocupava o posto que conferia o foro,19,16,Direito penal e política criminal,Foro privilegiado / prerrogativa de função
Cristiano Zanin,Jorge Seif (PL),Como se comportará nas ações que versam sobre Lula,20,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Jorge Seif (PL),Descriminalização das drogas,20,22,Direito penal e política criminal,Política criminal de drogas
Cristiano Zanin,Jorge Seif (PL),Aborto,20,21,Direitos fundamentais e minorias,Aborto
Cristiano Zanin,Jorge Seif (PL),Marco temporal de terras indígenas,20,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Cristiano Zanin,Jorge Seif (PL),Se irá proteger o PT e perseguir o PL,21,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Eduardo Braga (MDB),Abrangência e finalidade da liberdade de expressão,22,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Cristiano Zanin,Eduardo Braga (MDB),Como combater eventuais excessos sobre a liberdade de expressão,22,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Cristiano Zanin,Eduardo Braga (MDB),"Se a legislação atual requer aperfeiçoamentos sobre a liberdade de expressão, no contexto da fake news, e quais seriam",22,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Cristiano Zanin,Fabiano Contarato (PT),Posicionamento do indicado acerca da união homoafetiva,27,20,Direitos fundamentais e minorias,Direitos LGBTQIA+
Cristiano Zanin,Magno Malta (PL),Se o indicado atuará como guardião da Constituição ou a usará para suas próprias interpretações,28,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Cristiano Zanin,Magno Malta (PL),Matérias legislativas que são judicializadas devem ou não ser acolhidas pelo Supremo?,28,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Cristiano Zanin,Magno Malta (PL),Posicionamento sobre legalização do aborto,28,21,Direitos fundamentais e minorias,Aborto
Cristiano Zanin,Magno Malta (PL),Posicionamento sobre legalização das drogas,28,22,Direito penal e política criminal,Política criminal de drogas
Cristiano Zanin,Magno Malta (PL),Posicionamento sobre marco temporal,28,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Cristiano Zanin,Magno Malta (PL),"Papel de julgador: se denunciante, investigador, dono do inquérito e quem emite o mandado de prisão",29,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Magno Malta (PL),Se o presidente Lula foi 'descondenado',29,42,Casos e eventos específicos,Operação Lava Jato
Cristiano Zanin,Magno Malta (PL),Prisão de patriotas com mais de 81 dias (prisão ilegal),34,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Cristiano Zanin,Dr. Hiran (PP),Conflito entre sustentabilidade e o desenvolvimento econômico,30,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Cristiano Zanin,Dr. Hiran (PP),Atuação do STF na omissão legislativa acerca do marco temporal de demarcação de terras indígenas,30,23,Direitos fundamentais e minorias,Terras indígenas e povos tradicionais
Cristiano Zanin,Teresa Leitão (PT),Produção de provas no processo penal com atenção à igualdade e nulidade de provas obtidas por meios discriminatórios,35,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Teresa Leitão (PT),Enfrentamento do racismo estrutural na justiça criminal brasileira,35,36,Direitos fundamentais e minorias,Igualdade racial e cotas
Cristiano Zanin,Teresa Leitão (PT),Papel do CNJ no enfrentamento do racismo estrutural e corresponsabilidade do Judiciário no problema da superlotação,35,15,Organização e funcionamento do Judiciário,"Controle do Judiciário (CNJ, CNMP e controle externo)"
Cristiano Zanin,Espiridião Amin (PP),Prisões fundamentadas pelo Inquérito 4.781,36,41,Casos e eventos específicos,Inquérito das fake news
Cristiano Zanin,Espiridião Amin (PP),Bullying nas escolas,36,48,Direitos fundamentais e minorias,Direitos da criança e do adolescente
Cristiano Zanin,Espiridião Amin (PP),Imparcialidade na atuação no STF pós-Lava Jato,37,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Augusta Brito (PT),Enfrentamento à violência contra a mulher pelo Poder Judiciário e colaboração para celeridade nos casos de feminicídio e violência doméstica familiar,38,19,Direitos fundamentais e minorias,Direitos de gênero
Cristiano Zanin,Augusta Brito (PT),"Papel do Judiciário na defesa das instituições e da ordem democrática diante de ataques por diversos meios, inclusive, desinformação",38,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Cristiano Zanin,Nelsinho Trad (PSD),Como será o tratamento dispensado ao advogado simples enquanto ministro,39,8,Perfil e conduta do indicado,Conduta pessoal e reputação do indicado
Cristiano Zanin,Nelsinho Trad (PSD),Indenização em desapropriação das áreas de proteção,30,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Cristiano Zanin,Randolfe Rodrigues (REDE),Equilíbrio entre os instrumentos de investigação e os direitos fundamentais do cidadão,42,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Randolfe Rodrigues (REDE),"Atuação do indicado, se aprovado, em casos com indicadores sociais de diferenças (gênero, raça, cor, etnia)",42,19,Direitos fundamentais e minorias,Direitos de gênero
Cristiano Zanin,Rogério Marinho (PL),Inviolabilidade do mandato,43,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Cristiano Zanin,Marcio Bittar (União),Decoro de ministros e aparição em mídias sociais e coletivas,44,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Cristiano Zanin,Marcio Bittar (União),"Atuação do Poder Judiciário em questões ambientais e, especificamente, sobre discussão do mérito de políticas públicas definidas pelo Executivo e chanceladas pelo Legislativo",45,27,Outros ramos do Direito (não penal),Direito agrário e ambiental
Cristiano Zanin,Eliziane Gama (PSD),Equiparação salarial entre homens e mulheres,47,19,Direitos fundamentais e minorias,Direitos de gênero
Cristiano Zanin,Weverton (PDT),Guerra jurídica e crise de representação política nas democracias,50,40,Casos e eventos específicos,Lawfare
Cristiano Zanin,Weverton (PDT),"Distinção entre combate à corrupção, guerra jurídica e judicialização da política?",50,40,Casos e eventos específicos,Lawfare
Cristiano Zanin,Flávio Bolsonaro (PL),Ausência de devido processo legal e contraditório ou provas legais fora do prazo e nulidade,53,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Flávio Bolsonaro (PL),Posicionamento sobre fishing expedition,53,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Mecias de Jesus (Republicanos),Critérios e fundamentos para alcançar a efetividade do art. 3º da Constituição que objetiva reduzir as desigualdades sociais e regionais,53,33,Direitos fundamentais e minorias,Direitos sociais e judicialização da saúde
Cristiano Zanin,Cleitinho (Republicanos),IPVA: prisão de veículo por ausência de pagamento de imposto,55,31,Outros ramos do Direito (não penal),Direito tributário e fiscal
Cristiano Zanin,Cleitinho (Republicanos),"Cobrança estadual e municipal para tratamento de esgoto, sem efetividade do serviço",55,53,Outros ramos do Direito (não penal),Direito administrativo e gestão pública
Cristiano Zanin,Hamilton Mourão (Republicanos),Se o indicado aceitará ser pago para realização de palestras a empresas,55,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Cristiano Zanin,Hamilton Mourão (Republicanos),Se o indicado aceitará participar de eventos e ser remunerado por advogados,55,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
Cristiano Zanin,Hamilton Mourão (Republicanos),"Cumulação em uma mesma figura que é vítima, investigador, denunciador e julgador",55,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Eduardo Girão (Novo),"Se o Supremo pode flexibilizar e relativizar o aborto, ampliando as hipóteses legais",58,21,Direitos fundamentais e minorias,Aborto
Cristiano Zanin,Eduardo Girão (Novo),Legalização das drogas,58,22,Direito penal e política criminal,Política criminal de drogas
Cristiano Zanin,Eduardo Girão (Novo),Impedimento nas ações sobre a JBS,58,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Eduardo Girão (Novo),Impedimento nas ações em que envolver o presidente Lula,58,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Eduardo Girão (Novo),Posicionamento sobre garantias processuais penais (devido processo legal),59,17,Direito penal e política criminal,Direito penal e processual penal
Cristiano Zanin,Eduardo Girão (Novo),Liberdade de imprensa e censura do Brasil Paralelo e reportagens jornalísticas,59,24,Direitos fundamentais e minorias,Liberdade de expressão e imprensa
Cristiano Zanin,Carlos Portinho (PL),Legalização das drogas por decisão do Supremo,61,22,Direito penal e política criminal,Política criminal de drogas
Cristiano Zanin,Efraim Filho (União),Evolução do Direito Processual Civil para estimular a autocomposição e se no STF haverá espaço para quem advoga por essa tese,62,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Cristiano Zanin,Efraim Filho (União),Usurpação de competências daquilo que é decidido pelo Legislativo,62,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Cristiano Zanin,Damares Alves (Republicanos),Posicionamento do indicado acerca da idade do consentimento sexual,65,48,Direitos fundamentais e minorias,Direitos da criança e do adolescente
Cristiano Zanin,Damares Alves (Republicanos),Posicionamento sobre defesa da criança de povos tradicionais à luz de direitos humanos e relativização cultural,65,48,Direitos fundamentais e minorias,Direitos da criança e do adolescente
Cristiano Zanin,Sérgio Petecão (PSD),Diminuição do número de judicialização no país,66,14,Organização e funcionamento do Judiciário,Reforma do Judiciário e morosidade judicial
Cristiano Zanin,Carlos Viana (Podemos),Prisões do dia 8 de janeiro,67,39,Jurisdição constitucional e separação de poderes,Estado democrático de direito
Cristiano Zanin,Carlos Viana (Podemos),"Limites entre parlamento, executivo e judiciário",67,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Cristiano Zanin,Carlos Viana (Podemos),Decisões monocráticas,67,11,Jurisdição constitucional e separação de poderes,Ativismo judicial e judicialização da política
Cristiano Zanin,Carlos Viana (Podemos),Mandato para os ministros do STF,67,12,Organização e funcionamento do Judiciário,Composição e estrutura do STF
Cristiano Zanin,Carlos Viana (Podemos),Liberdade religiosa aos cristãos,68,37,Direitos fundamentais e minorias,Estado laico e liberdade religiosa
Cristiano Zanin,Soraya Thronicke (União),Suspeição e impedimento na atuação do indicado no Supremo,69,7,Perfil e conduta do indicado,"Impedimento, suspeição e isenção do indicado"
Cristiano Zanin,Soraya Thronicke (União),Abusos a aproximações de juízes em audiências com promotores,69,34,Organização e funcionamento do Judiciário,Manifestação pública de magistrados e decoro
